,Label,Model,Year,HP,Min cost,Max cost
1140,Volvo,V60,2018,240,27.467,47.054
1141,Acura,TLX,2015,206,20.2,23.483
1142,Ford,Expedition,2009,310,8.647,12.047
1143,BMW,7-Series,2021,280,86.155,161.026
1144,Cadillac,SRX,2009,255,5.079,6.573
1145,Volvo,S60,2020,250,36.077,59.959
1146,Volvo,XC40,2020,187,36.446,45.116
1147,Audi,A7,2019,335,57.481,65.167
1148,Honda,CR-Z,2016,130,15.081,16.19
1149,Volvo,C70,2013,227,16.427,21.555
1150,Chevrolet,Equinox,2020,137,24.823,34.433
1151,Dodge,Grand Caravan,2007,180,3.578,4.104
1152,Cadillac,SRX,2008,255,5.314,6.29
1153,BMW,7-Series,2020,280,68.527,132.974
1154,Volvo,V60,2021,250,40.95,67.3
1155,Ford,Expedition,2008,300,6.92,9.051
1156,Volvo,V60,2017,240,21.256,40.741
1157,Volvo,S60,2019,250,32.329,45.676
1158,Volvo,C70,2012,227,12.77,13.741
1159,Volvo,XC40,2019,187,35.389,40.872
1160,Audi,A7,2018,340,48.733,88.664
1161,Honda,CR-Z,2015,130,12.069,15.558
1162,Chevrolet,Equinox,2019,137,22.826,31.91
1163,Volvo,XC40,2021,187,33.7,53.99
1164,Cadillac,SRX,2007,255,4.65,4.977
1165,Volvo,V60,2020,250,40.331,64.247
1166,BMW,7-Series,2019,320,55.87,99.355
1167,Volvo,S60,2018,240,24.745,45.333
1168,Volvo,C70,2011,227,9.84,9.84
1169,Ford,Expedition,2007,300,6.564,8.749
1170,Volvo,V60,2016,240,17.642,34.402
1171,Audi,A7,2017,333,42.3,77.56
1172,Acura,TSX,2014,201,15.38,19.457
1173,Honda,CR-Z,2014,130,11.844,14.609
1174,Cadillac,STS,2011,302,9.535,56.38
1175,Volvo,V60,2021,250,40.95,67.3
1176,Volvo,XC40,2020,187,36.446,45.116
1177,Chevrolet,Equinox,2018,137,21.109,30.064
1178,Volvo,V60,2015,240,17.156,27.586
1179,BMW,7-Series,2018,320,47.174,87.04
1180,Volvo,S60,2017,240,22.319,40.358
1181,Volvo,C70,2010,227,8.922,9.894
1182,Volvo,V60,2019,250,35.812,45.395
1183,Dodge,Journey,2020,173,23.675,28.595
1184,Audi,A7,2016,240,36.978,59.244
1185,Acura,TSX,2013,201,13.452,16.451
1186,Cadillac,STS,2010,302,7.136,30.504
1187,Volvo,V60,2020,250,40.331,64.247
1188,GMC,Yukon,2021,277,51,74.3
1189,Honda,CR-Z,2013,130,8.355,11.345
1190,Chevrolet,Equinox,2017,182,18.322,24.988
1191,Volvo,XC40,2019,187,35.389,40.872
1192,BMW,7-Series,2017,320,42.021,69.161
1193,Volvo,S60,2016,240,17.64,33.232
1194,Volvo,C70,2009,227,8.514,8.653
1195,Volvo,V60,2018,240,27.467,47.054
1196,Audi,A7,2015,240,31.973,57.792
1197,Cadillac,STS,2009,302,5.498,24.565
1198,Volvo,V60,2019,250,35.812,45.395
1199,Acura,TSX,2012,201,11.581,14.378
1200,Dodge,Journey,2019,173,23.002,27.519
1201,Chevrolet,Equinox,2016,182,15.856,20.952
1202,BMW,7-Series,2016,320,39.106,45.075
1203,GMC,Yukon,2020,355,53.487,76.379
1204,Honda,CR-Z,2012,122,7.861,10.88
1205,Volvo,S60,2015,240,15.161,23.433
1206,Volvo,C70,2008,227,6.196,7.086
1207,Volvo,V70,2010,235,6.972,12.475
1208,Cadillac,STS,2008,302,3.963,14.444
1209,Acura,TSX,2011,201,9.63,11.727
1210,Audi,A7,2014,240,27.847,47.979
1211,Ford,Explorer,2021,285,32.925,54.6
1212,Volvo,V60,2017,240,21.256,40.741
1213,Volvo,V60,2018,240,27.467,47.054
1214,BMW,7-Series,2015,255,28.685,76.686
1215,Dodge,Journey,2018,173,20.205,26.177
1216,Volvo,S60,2014,250,13.611,21.304
1217,Chevrolet,Equinox,2015,182,14.492,18.607
1218,Cadillac,STS,2007,255,3.856,10.028
1219,Volvo,V70,2008,235,6.03,6.03
1220,Volvo,V60,2016,240,17.642,34.402
1221,GMC,Yukon,2019,355,48.419,69.75
1222,Acura,TSX,2010,201,7.984,9.828
1223,Honda,CR-Z,2011,122,7.181,8.252
1224,Audi,A7,2013,310,21.465,28.834
1225,Ford,Explorer,2020,285,32.355,55.51
1226,Volvo,S40,2011,227,7.053,12.446
1227,BMW,7-Series,2014,315,22.504,42.194
1228,Volvo,V60,2017,240,21.256,40.741
1229,Volvo,S60,2013,250,10.571,15.494
1230,Cadillac,XLR,2009,320,11.429,11.429
1231,Chevrolet,Equinox,2014,182,12.605,16.27
1232,Honda,Crosstour,2015,192,18.683,22.841
1233,Volvo,V60,2015,240,17.156,27.586
1234,Acura,TSX,2009,201,7.559,8.018
1235,Dodge,Journey,2017,173,17.501,22.357
1236,GMC,Yukon,2018,355,46.328,64.713
1237,Audi,A7,2012,310,17.822,19.464
1238,Volvo,S40,2010,168,5.831,10.031
1239,Ford,Explorer,2019,280,29.933,47.341
1240,Volvo,S60,2012,250,8.816,13.352
1241,Volvo,XC60,2021,250,41.7,69.5
1242,Volvo,V60,2016,240,17.642,34.402
1243,Cadillac,XLR,2008,320,11.499,11.499
1244,BMW,7-Series,2013,315,17.245,32.042
1245,Chevrolet,Equinox,2013,182,10.664,13.08
1246,Acura,TSX,2008,205,6.948,8.544
1247,Dodge,Journey,2016,173,15.737,20.559
1248,Ford,Explorer,2018,280,27.899,42.512
1249,Honda,Crosstour,2014,192,15.871,19.44
1250,BMW,7-Series,2012,326,14.438,25.558
1251,Volvo,S60,2011,300,9.331,9.438
1252,Volvo,S40,2009,168,5.974,7.021
1253,Volvo,V60,2015,240,17.156,27.586
1254,Chevrolet,Equinox,2012,182,8.516,10.412
1255,Acura,TSX,2007,205,5.727,7.26
1256,Volvo,XC60,2020,250,42.976,67.92
1257,Volvo,V90,2021,250,51.8,57.8
1258,GMC,Yukon,2017,355,41.889,58.057
1259,Volvo,V70,2010,235,6.972,12.475
1260,Volvo,S40,2008,168,4.29,8.736
1261,Volvo,S60,2009,208,6.712,7.449
1262,Chevrolet,Equinox,2011,182,7.384,9.359
1263,BMW,7-Series,2011,326,12.235,31.966
1264,Acura,TSX Sport Wagon,2014,201,16.479,18.2
1265,Honda,Crosstour,2013,192,13.95,17.281
1266,Volvo,V90,2020,250,53.385,57.836
1267,Dodge,Journey,2015,173,13.606,19.629
1268,GMC,Yukon,2016,355,36.576,50.111
1269,Volvo,XC60,2019,250,38.215,52.342
1270,Ford,Explorer,2017,280,24.812,37.81
1271,Volvo,S40,2007,168,4.533,7.939
1272,Acura,TSX Sport Wagon,2013,201,14.091,15.62
1273,Volvo,XC60,2021,250,41.7,69.5
1274,Volvo,V70,2008,235,6.03,6.03
1275,Volvo,V70,2010,235,6.972,12.475
1276,Volvo,S60,2008,208,6.079,11.501
1277,BMW,7-Series,2010,400,9.717,16.55
1278,Honda,Crosstour,2012,271,13.012,14.87
1279,Chevrolet,Equinox,2010,182,6.844,8.062
1280,Volvo,V90,2019,250,45.275,51.926
1281,Cadillac,XT4,2021,237,35.795,42.495
1282,Dodge,Journey,2014,173,11.435,15.23
1283,GMC,Yukon,2015,355,33.171,43.51
1284,Volvo,XC60,2018,250,37.223,49.733
1285,Honda,Crosstour,2011,271,8.646,10.68
1286,Ford,Explorer,2016,280,21.478,33.69
1287,Volvo,V70,2008,235,6.03,6.03
1288,Acura,TSX Sport Wagon,2012,201,12.204,13.472
1289,Volvo,S60,2007,208,4.637,10.738
1290,BMW,7-Series,2009,400,9.33,9.982
1291,Volvo,XC60,2020,250,42.976,67.92
1292,Chevrolet,Equinox,2009,185,5.339,6.27
1293,Dodge,Journey,2013,173,10.289,12.889
1294,Volvo,V90,2018,250,37.721,49.421
1295,Cadillac,XT4,2020,237,35.895,44.09
1296,Audi,A8,2021,335,86.5,130.9
1297,Ford,Explorer,2015,240,18.842,26.136
1298,Volvo,XC60,2017,240,26.016,31.718
1299,Acura,TSX Sport Wagon,2011,201,10.76,34.61
1300,BMW,7-Series,2008,360,4.911,25.738
1301,GMC,Yukon,2014,320,23.845,32.005
1302,Honda,Crosstour,2010,271,8.272,9.792
1303,Dodge,Journey,2012,173,8.721,11.246
1304,Volvo,XC60,2019,250,38.215,52.342
1305,Chevrolet,Equinox,2008,185,4.594,5.74
1306,Acura,ZDX,2013,300,23.115,23.115
1307,Ford,Explorer,2014,240,16.606,22.841
1308,Audi,A8,2020,335,79.333,86.725
1309,Cadillac,XT4,2019,237,33.855,39.923
1310,BMW,7-Series Hybrid,2012,455,18.056,18.801
1311,Volvo,XC60,2016,240,19.291,30.378
1312,Dodge,Journey,2011,173,6.962,9.099
1313,Honda,Element,2011,166,11.314,12.551
1314,Volvo,V90,2021,250,51.8,57.8
1315,GMC,Yukon,2013,320,18.994,26.808
1316,Volvo,S60,2021,250,38.95,64.8
1317,Acura,ZDX,2012,300,16.222,18.1
1318,Volvo,V90,2021,250,51.8,57.8
1319,Audi,A8,2019,335,64.323,64.323
1320,BMW,7-Series Hybrid,2011,455,15.839,16.218
1321,Volvo,XC60,2018,250,37.223,49.733
1322,Ford,Explorer,2013,240,14.112,19.72
1323,Chevrolet,Equinox,2007,185,4.131,4.363
1324,Volvo,S80,2016,240,19.567,21.785
1325,Dodge,Journey,2010,173,6.056,9.837
1326,Volvo,XC60,2015,240,16.99,24.923
1327,Honda,Element,2010,166,6.32,10.13
1328,Volvo,V90,2020,250,53.385,57.836
1329,Acura,ZDX,2011,300,14.275,16.265
1330,Volvo,S60,2020,250,36.077,59.959
1331,Chevrolet,Express,2012,195,14.332,31.768
1332,Volvo,V90,2020,250,53.385,57.836
1333,Ford,Explorer,2012,240,12.207,16.185
1334,GMC,Yukon,2012,320,14.382,22.581
1335,Audi,A8,2018,333,48.026,91.897
1336,Volvo,XC40,2021,187,33.7,53.99
1337,Volvo,XC60,2017,240,26.016,31.718
1338,Volvo,S80,2015,240,16.808,27.42
1339,Acura,ZDX,2010,300,12.378,13.759
1340,Chevrolet,Express,2011,195,13.271,39.641
1341,Volvo,XC60,2014,240,15.073,20.872
1342,Dodge,Journey,2009,173,5.255,6.665
1343,Volvo,V90,2019,250,45.275,51.926
1344,Volvo,S60,2019,250,32.329,45.676
1345,Honda,Element,2009,166,6.926,9.646
1346,Ford,Explorer,2011,290,11.103,14.202
1347,Volvo,XC40,2020,187,36.446,45.116
1348,GMC,Yukon,2011,320,14.011,19.478
1349,Volvo,V90,2019,250,45.275,51.926
1350,Volvo,S80,2014,240,14.931,18.694
1351,Audi,A8,2017,333,41.743,66.871
1352,Volvo,XC60,2016,240,19.291,30.378
1353,Volvo,XC60,2013,240,13.149,18.377
1354,Dodge,Magnum,2008,186,4.202,10.641
1355,Chevrolet,Express,2010,195,10.582,18.958
1356,Volvo,C30,2013,227,11.945,16.953
1357,Volvo,V90,2018,250,37.721,49.421
1358,Honda,Element,2008,166,6.705,9.261
1359,Ford,Explorer,2010,210,8.08,10.513
1360,Volvo,V90,2018,250,37.721,49.421
1361,Volvo,XC40,2019,187,35.389,40.872
1362,Volvo,S60,2018,240,24.745,45.333
1363,Volvo,S80,2013,240,12.14,15.232
1364,Audi,A8,2016,240,36.397,67.241
1365,Chevrolet,Express,2008,301,8.345,11.33
1366,Volvo,XC60,2012,240,10.614,15.609
1367,GMC,Yukon,2010,320,13.393,58.75
1368,Volvo,XC60,2015,240,16.99,24.923
1369,BMW,8-Series,2021,335,85.415,135.413
1370,Volvo,C30,2012,227,10.712,14.574
1371,Dodge,Magnum,2007,200,4.92,11.45
1372,Cadillac,XT5,2021,235,46.004,56.646
1373,Ford,Explorer,2009,210,6.288,9.968
1374,Volvo,S60,2017,240,22.319,40.358
1375,Honda,Element,2007,166,4.505,7.836
1376,Volvo,S80,2012,240,9.784,18.955
1377,Chevrolet,HHR,2011,155,5.607,7.233
1378,Volvo,XC60,2014,240,15.073,20.872
1379,Audi,A8,2015,240,29.801,51.574
1380,Volvo,C30,2011,227,8.487,14.478
1381,Volvo,XC60,2011,240,8.446,17.83
1382,Dodge,Nitro,2011,210,7.591,9.374
1383,BMW,8-Series,2020,335,84.884,149.587
1384,Cadillac,XT5,2020,237,41.129,53.42
1385,GMC,Yukon,2009,295,7.973,14.534
1386,Ford,Explorer,2008,210,5.472,7.171
1387,Honda,Fit,2020,128,19.962,23.432
1388,Volvo,S60,2016,240,17.64,33.232
1389,Chevrolet,HHR,2010,155,5.563,9.29
1390,Volvo,S80,2011,240,7.951,8.766
1391,Audi,A8,2014,240,27.096,46.377
1392,Volvo,C30,2010,227,7.183,8.057
1393,Volvo,XC60,2010,235,7.706,8.997
1394,Volvo,XC60,2013,240,13.149,18.377
1395,Dodge,Nitro,2010,210,6.322,8.048
1396,BMW,8-Series,2019,523,86.883,102.001
1397,Chevrolet,HHR,2009,155,4.399,9.272
1398,Volvo,C30,2009,227,6.682,10.62
1399,Cadillac,XT5,2019,310,33.072,46.351
1400,Volvo,S60,2015,240,15.161,23.433
1401,Volvo,XC40,2021,187,33.7,53.99
1402,Volvo,XC40,2021,187,33.7,53.99
1403,Ford,Explorer,2007,210,5.315,6.731
1404,Audi,A8,2013,333,19.167,35.656
1405,GMC,Yukon,2008,295,9.722,13.466
1406,Honda,Fit,2019,128,19.146,22.447
1407,Volvo,S80,2010,235,7.12,11.977
1408,Volvo,XC60,2012,240,10.614,15.609
1409,Volvo,XC70,2016,240,20.219,28.501
1410,Chevrolet,HHR,2008,149,4.058,5.382
1411,Dodge,Nitro,2009,210,5.824,7.55
1412,Volvo,C30,2008,227,3.582,8.016
1413,Cadillac,XT5,2018,310,31.629,43.922
1414,Volvo,S60,2014,250,13.611,21.304
1415,Audi,A8,2012,372,17.701,26.298
1416,Volvo,XC40,2020,187,36.446,45.116
1417,Volvo,XC40,2020,187,36.446,45.116
1418,GMC,Yukon,2007,295,7.486,12.645
1419,Volvo,XC60,2011,240,8.446,17.83
1420,Volvo,XC70,2015,240,19.331,28.847
1421,Chevrolet,HHR,2007,149,4.112,5.75
1422,Dodge,Nitro,2008,210,5.225,6.01
1423,Volvo,S80,2009,235,7.311,9.946
1424,Audi,A8,2011,372,15.12,16.057
1425,Honda,Fit,2018,128,17.4,20.428
1426,Cadillac,XT5,2017,310,28.7,38.553
1427,Volvo,XC40,2019,187,35.389,40.872
1428,BMW,i3,2021,170,44.45,51.5
1429,Volvo,S60,2013,250,10.571,15.494
1430,Volvo,XC70,2014,240,15.51,21.968
1431,GMC,Yukon Hybrid,2013,332,21.369,25.644
1432,Volvo,XC60,2021,250,41.7,69.5
1433,Volvo,XC40,2019,187,35.389,40.872
1434,Dodge,Nitro,2007,210,5.042,5.858
1435,Volvo,XC60,2010,235,7.706,8.997
1436,Volvo,S80,2008,235,5.316,7.192
1437,Chevrolet,Impala,2020,305,29.027,32.741
1438,Volvo,XC70,2013,240,14.281,19.367
1439,BMW,i3,2020,170,38.474,54.058
1440,Volvo,S60,2012,250,8.816,13.352
1441,Honda,Fit,2017,130,16.265,18.698
1442,Volvo,XC60,2020,250,42.976,67.92
1443,GMC,Yukon Hybrid,2012,332,16.716,21.557
1444,Volvo,S80,2007,235,4.437,4.7
1445,Volvo,XC70,2016,240,20.219,28.501
1446,Dodge,Ram 1500,2010,210,9.014,17.042
1447,Audi,A8,2009,350,9.862,22.575
1448,Chevrolet,Impala,2019,197,25.163,30.763
1449,Volvo,XC70,2012,240,11.056,14.527
1450,BMW,i3,2019,170,32.129,37.435
1451,Volvo,S60,2011,300,9.331,9.438
1452,Dodge,Ram 1500,2009,210,8.6,15.358
1453,Volvo,XC70,2015,240,19.331,28.847
1454,Honda,Fit,2016,130,14.295,16.919
1455,Volvo,XC60,2019,250,38.215,52.342
1456,GMC,Yukon Hybrid,2011,332,17.809,23.426
1457,Audi,A8,2008,350,9.524,9.524
1458,Volvo,C70,2013,227,16.427,21.555
1459,Volvo,S60,2009,208,6.712,7.449
1460,BMW,i3,2018,170,25.004,30.974
1461,Volvo,XC70,2011,240,8.359,13.076
1462,Chevrolet,Impala,2018,197,23.104,27.781
1463,Honda,Fit,2015,130,13.051,14.582
1464,Audi,Allroad,2019,248,39.886,46.163
1465,Volvo,XC70,2014,240,15.51,21.968
1466,Volvo,S60,2008,208,6.079,11.501
1467,Volvo,XC60,2018,250,37.223,49.733
1468,Dodge,Ram 1500,2008,210,6.259,15.109
1469,GMC,Yukon Hybrid,2010,332,14.416,61.345
1470,Volvo,C70,2012,227,12.77,13.741
1471,Ford,Explorer Sport Trac,2010,210,10.836,14.019
1472,Cadillac,XT6,2021,235,50.584,62.728
1473,Volvo,XC70,2010,235,8.847,13.625
1474,BMW,i3,2017,170,19.086,33.07
1475,Honda,Fit,2013,117,9.859,11.268
1476,Volvo,XC70,2013,240,14.281,19.367
1477,Volvo,S60,2007,208,4.637,10.738
1478,Audi,Allroad,2018,252,33.563,36.756
1479,Chevrolet,Impala,2017,197,20.729,32.1
1480,Volvo,C70,2011,227,9.84,9.84
1481,Volvo,XC60,2017,240,26.016,31.718
1482,GMC,Yukon Hybrid,2009,332,10.723,11.314
1483,Dodge,Ram 1500,2007,210,6.008,9.67
1484,Volvo,S90,2021,313,51.55,60.05
1485,Ford,Explorer Sport Trac,2009,210,9.831,13.59
1486,Cadillac,XT6,2020,310,54.381,58.223
1487,Honda,Fit,2012,117,9.05,9.902
1488,Volvo,XC70,2009,235,8.234,14.194
1489,Volvo,XC70,2012,240,11.056,14.527
1490,BMW,i3,2016,170,19.862,21.666
1491,Chevrolet,Impala,2016,196,18.066,22.603
1492,Audi,Allroad,2017,252,31.905,34.299
1493,Volvo,C70,2010,227,8.922,9.894
1494,Volvo,S90,2020,313,43.346,62.38
1495,Volvo,XC60,2016,240,19.291,30.378
1496,Dodge,Ram HD,2010,305,15.604,32.456
1497,Volvo,C30,2013,227,11.945,16.953
1498,Ford,Explorer Sport Trac,2008,210,8.004,9.342
1499,Volvo,XC70,2008,235,5.933,5.957
1500,Volvo,XC70,2011,240,8.359,13.076
1501,Cadillac,XTS,2019,304,32.378,57.284
1502,Volvo,C70,2009,227,8.514,8.653
1503,BMW,i3,2015,170,15.689,17.187
1504,Audi,Allroad,2016,220,24.224,25.168
1505,Chevrolet,Impala,2015,196,15.797,22.021
1506,Honda,Fit,2011,117,7.209,8.243
1507,Volvo,XC60,2021,250,41.7,69.5
1508,Volvo,XC60,2021,250,41.7,69.5
1509,Volvo,S90,2019,250,37.158,52.288
1510,Volvo,XC60,2015,240,16.99,24.923
1511,Volvo,C30,2012,227,10.712,14.574
1512,Volvo,S80,2016,240,19.567,21.785
1513,Volvo,XC70,2010,235,8.847,13.625
1514,Ford,Explorer Sport Trac,2007,210,7.382,8.184
1515,Volvo,C70,2008,227,6.196,7.086
1516,BMW,i3,2014,170,13.358,14.602
1517,Cadillac,XTS,2018,304,30.099,61.013
1518,Volvo,C30,2011,227,8.487,14.478
1519,Chevrolet,Impala,2014,182,14.583,18.971
1520,Honda,Fit,2010,117,5.479,7.126
1521,Volvo,XC60,2020,250,42.976,67.92
1522,Audi,Allroad,2015,220,21.773,23.096
1523,Volvo,S90,2018,250,31.7,44.808
1524,Volvo,XC60,2020,250,42.976,67.92
1525,Volvo,S80,2015,240,16.808,27.42
1526,Volvo,XC60,2014,240,15.073,20.872
1527,Dodge,SRT Viper,2014,640,82.256,104.685
1528,Cadillac,XTS,2017,304,25.671,36.987
1529,Volvo,XC70,2009,235,8.234,14.194
1530,Audi,Allroad,2014,220,18.686,20.067
1531,Volvo,C30,2010,227,7.183,8.057
1532,Chevrolet,Impala,2013,300,9.453,10.054
1533,Volvo,S40,2011,227,7.053,12.446
1534,Volvo,XC60,2019,250,38.215,52.342
1535,Volvo,S90,2017,250,27.562,32.672
1536,Volvo,XC60,2019,250,38.215,52.342
1537,Volvo,S80,2014,240,14.931,18.694
1538,Honda,Fit,2009,117,5.672,6.649
1539,Audi,Allroad,2013,211,16.487,17.58
1540,Volvo,XC70,2008,235,5.933,5.957
1541,Volvo,XC60,2013,240,13.149,18.377
1542,Dodge,SRT Viper,2013,640,61.02,72.321
1543,Chevrolet,Impala,2012,300,7.513,8.341
1544,Cadillac,XTS,2016,304,23.334,33.36
1545,Volvo,S40,2010,168,5.831,10.031
1546,Volvo,S80,2013,240,12.14,15.232
1547,Volvo,C30,2009,227,6.682,10.62
1548,Volvo,XC60,2018,250,37.223,49.733
1549,Volvo,XC60,2018,250,37.223,49.733
1550,Volvo,XC90,2021,250,49,70.25
1551,Volvo,XC60,2012,240,10.614,15.609
1552,Honda,Fit,2008,109,5.286,5.9
1553,Dodge,Viper,2017,645,64.947,87.779
1554,Cadillac,XTS,2015,304,18.654,26.924
1555,Chevrolet,Impala,2011,211,7.309,7.888
1556,Volvo,C30,2008,227,3.582,8.016
1557,Volvo,S40,2009,168,5.974,7.021
1558,Volvo,S80,2012,240,9.784,18.955
1559,Volvo,XC60,2017,240,26.016,31.718
1560,Volvo,XC60,2017,240,26.016,31.718
1561,Volvo,XC60,2011,240,8.446,17.83
1562,Volvo,V50,2011,227,7.933,13.439
1563,Honda,Fit,2007,109,4.711,4.98
1564,Audi,e-tron,2021,355,68.509,79.349
1565,Volvo,XC90,2020,250,50.521,74.401
1566,Volvo,S40,2008,168,4.29,8.736
1567,Ford,F-150,2021,250,29.29,74.6
1568,Chevrolet,Impala,2010,207,6.109,6.783
1569,Cadillac,XTS,2014,304,17.783,24.004
1570,Dodge,Viper,2016,645,71.975,92.82
1571,Volvo,S80,2011,240,7.951,8.766
1572,Volvo,XC60,2016,240,19.291,30.378
1573,Volvo,XC60,2010,235,7.706,8.997
1574,Volvo,XC60,2016,240,19.291,30.378
1575,Volvo,V50,2010,168,6.677,9.334
1576,Chevrolet,Impala,2009,211,5.283,7.914
1577,Volvo,S40,2007,168,4.533,7.939
1578,Audi,e-tron,2020,355,72.499,82.822
1579,Volvo,XC90,2021,250,49,70.25
1580,Cadillac,XTS,2013,304,14.596,16.736
1581,Volvo,XC90,2019,250,45.254,91.24
1582,Volvo,S80,2010,235,7.12,11.977
1583,Ford,F-150,2020,250,32.662,75.758
1584,Dodge,Viper,2015,645,68.405,92.293
1585,Volvo,XC70,2016,240,20.219,28.501
1586,Volvo,XC60,2015,240,16.99,24.923
1587,Volvo,XC60,2015,240,16.99,24.923
1588,Volvo,V50,2009,168,6.531,7.726
1589,Chevrolet,Impala,2008,211,3.978,6.176
1590,Audi,e-tron,2019,355,59.979,65.619
1591,Volvo,C30,2013,227,11.945,16.953
1592,Volvo,XC90,2020,250,50.521,74.401
1593,Volvo,S80,2009,235,7.311,9.946
1594,Volvo,XC90,2018,250,38.655,86.112
1595,Dodge,Viper,2010,600,42.391,52.155
1596,Volvo,XC70,2015,240,19.331,28.847
1597,Ford,F-150,2019,250,29.222,70.44
1598,Volvo,XC60,2014,240,15.073,20.872
1599,Volvo,V50,2008,168,6.045,11.052
1600,Volvo,XC60,2014,240,15.073,20.872
1601,Volvo,S80,2008,235,5.316,7.192
1602,Volvo,C70,2013,227,16.427,21.555
1603,Volvo,XC90,2017,250,32.064,68.319
1604,Volvo,XC90,2019,250,45.254,91.24
1605,Volvo,C30,2012,227,10.712,14.574
1606,Dodge,Viper,2009,600,37.687,49.608
1607,Ford,F-150,2018,250,27.545,64.079
1608,Volvo,XC70,2014,240,15.51,21.968
1609,Volvo,XC60,2013,240,13.149,18.377
1610,Volvo,V50,2007,168,4.695,9.257
1611,Volvo,XC60,2013,240,13.149,18.377
1612,Volvo,C70,2012,227,12.77,13.741
1613,Volvo,S80,2007,235,4.437,4.7
1614,Dodge,Viper,2008,600,33.819,35.59
1615,Volvo,C30,2011,227,8.487,14.478
1616,Volvo,XC70,2013,240,14.281,19.367
1617,Honda,HR-V,2021,141,25.343,34.007
1618,Volvo,XC90,2016,250,30.152,40.679
1619,Volvo,XC90,2018,250,38.655,86.112
1620,Volvo,XC60,2012,240,10.614,15.609
1621,Volvo,XC60,2012,240,10.614,15.609
1622,Volvo,S60,2021,250,38.95,64.8
1623,Volvo,C70,2011,227,9.84,9.84
1624,Volvo,C30,2010,227,7.183,8.057
1625,Ford,F-150,2017,282,24.001,57.899
1626,Volvo,XC70,2012,240,11.056,14.527
1627,Volvo,C30,2013,227,11.945,16.953
1628,Honda,HR-V,2020,141,24.318,30.824
1629,Volvo,XC90,2014,240,16.967,20.627
1630,Volvo,XC90,2017,250,32.064,68.319
1631,Volvo,XC60,2011,240,8.446,17.83
1632,Volvo,XC60,2011,240,8.446,17.83
1633,Volvo,S60,2020,250,36.077,59.959
1634,Volvo,C30,2009,227,6.682,10.62
1635,Volvo,C70,2010,227,8.922,9.894
1636,Volvo,C30,2012,227,10.712,14.574
1637,Volvo,XC70,2011,240,8.359,13.076
1638,Ford,F-150,2016,282,22.949,44.666
1639,Chevrolet,Malibu,2021,160,22.27,33.5
1640,Volvo,XC90,2013,240,13.701,18.34
1641,Honda,HR-V,2019,141,22.815,27.871
1642,Volvo,XC60,2010,235,7.706,8.997
1643,Volvo,XC90,2016,250,30.152,40.679
1644,Volvo,XC60,2010,235,7.706,8.997
1645,Volvo,C30,2008,227,3.582,8.016
1646,Volvo,C30,2011,227,8.487,14.478
1647,Volvo,S60,2019,250,32.329,45.676
1648,Volvo,S90,2021,313,51.55,60.05
1649,Volvo,C70,2009,227,8.514,8.653
1650,Volvo,XC70,2010,235,8.847,13.625
1651,Audi,Q3,2021,184,39.115,44.644
1652,Ford,F-150,2015,282,17.622,41.378
1653,Volvo,V60,2021,250,40.95,67.3
1654,Volvo,XC70,2016,240,20.219,28.501
1655,Volvo,XC90,2014,240,16.967,20.627
1656,Volvo,XC90,2012,240,12.265,17.342
1657,Honda,HR-V,2018,141,20.738,24.957
1658,Chevrolet,Malibu,2020,160,22.292,30.802
1659,Volvo,XC70,2016,240,20.219,28.501
1660,Volvo,C70,2008,227,6.196,7.086
1661,Volvo,S90,2020,313,43.346,62.38
1662,Volvo,S60,2018,240,24.745,45.333
1663,Volvo,XC70,2009,235,8.234,14.194
1664,Volvo,C30,2010,227,7.183,8.057
1665,Audi,Q3,2020,228,37.841,42.201
1666,Volvo,V60,2020,250,40.331,64.247
1667,Volvo,XC90,2013,240,13.701,18.34
1668,Volvo,XC70,2015,240,19.331,28.847
1669,Volvo,XC90,2011,235,8.936,10.75
1670,Ford,F-150,2014,302,16.83,40.912
1671,Volvo,XC70,2015,240,19.331,28.847
1672,Honda,HR-V,2017,141,19.3,22.898
1673,Volvo,XC70,2008,235,5.933,5.957
1674,Chevrolet,Malibu,2019,160,20.477,28.715
1675,Volvo,S90,2019,250,37.158,52.288
1676,Volvo,S60,2017,240,22.319,40.358
1677,Volvo,V60,2019,250,35.812,45.395
1678,Audi,Q3,2019,228,33.831,38.802
1679,Volvo,XC90,2012,240,12.265,17.342
1680,Volvo,C30,2009,227,6.682,10.62
1681,Volvo,S40,2011,227,7.053,12.446
1682,Volvo,XC70,2014,240,15.51,21.968
1683,Volvo,XC90,2010,235,8.662,15.11
1684,Ford,F-150,2013,302,13.857,34.544
1685,Chevrolet,Malibu,2018,160,18.972,26.193
1686,Volvo,XC70,2014,240,15.51,21.968
1687,Honda,HR-V,2016,141,17.59,20.517
1688,Volvo,C30,2008,227,3.582,8.016
1689,Volvo,V60,2018,240,27.467,47.054
1690,Volvo,S60,2016,240,17.64,33.232
1691,Volvo,XC90,2011,235,8.936,10.75
1692,Volvo,S90,2018,250,31.7,44.808
1693,Volvo,S40,2010,168,5.831,10.031
1694,Volvo,XC70,2013,240,14.281,19.367
1695,Audi,Q3,2018,200,28.404,31.246
1696,BMW,X1,2021,228,35.4,37.4
1697,Ford,F-150,2012,302,12.757,33.375
1698,Volvo,XC70,2013,240,14.281,19.367
1699,Volvo,XC90,2009,235,7.267,16.416
